stt,post_id,caption,topic,reason
9694,7.33E+18,M?t ??a ?i?m vÙ c˘ng d? ?i t?i s‡i gÚn...,travel_tourism,G?i ˝ ??a ?i?m ch?p hÏnh ? S‡i GÚn.
9695,7.33E+18,Tr?n th‡nh ph? ra ?‚y ch?p ?nh t?t... #Gucci,beauty_fashion,Ch?p ?nh T?t + brand Gucci/outfit.
9696,7.33E+18,nghe b?o ng??i nghi?n bida... #bida,sports_fitness,Bida (th? thao/gi?i trÌ th? thao).
9697,7.24E+18,"?u m?t chi?c trend mu?n t?i Como, Italy...",travel_tourism,"Du l?ch Como, Italy."
9698,7.24E+18,"V?n l‡ Ch‚u ¡, ? #LVCruise24... #louisvuitton",beauty_fashion,S? ki?n/th?i trang LV Cruise.
9699,7.24E+18,Shaming byebye... #beauty #maybelline,beauty_fashion,Makeup/beauty + brand Maybelline.
9700,7.23E+18,BÈ 2k5 nË ... #dance,music_dance,Hashtag dance/n?i dung nh?y.
9701,7.23E+18,B?t ???c em mËo c?a aii ?? #chaubui #fyp #foryou #viral #xuhuong #fashion #fashiontrends,beauty_fashion,"N?i dung khoe outfit/phong c·ch th?i trang, hashtag fashion/fashiontrends."
9702,7.23E+18,L?n sau cÛ nÍn l‡m ASMR ì??p h?pî khum ta ???? From @Calvin Klein with love ?? #chaubui #unboxing #calvinklein #jennieforcalvinklein #fyp #foryou ,beauty_fashion,"Unboxing qu‡ t? Calvin Klein, g?n v?i th?i trang/brand fashion."
9703,7.23E+18,S?y tÛc h?i ?? m‡ ?? m?y ?i?m ? ?? #chaubui #fyp #foryou #xuhuong #trend #fashion #beauty #viral,beauty_fashion,Ch? ?? l‡m ??p (tÛc) kËm hashtag beauty/fashion.
9704,7.23E+18,La D on my wrist ? T? h‡o l‡ 1 trong 4 ??i di?n ? Ch‚u ¡ ???c nh?n mÛn qu‡ xinh ??p n‡y t? @Dior. S?n s‡ng ch?y deadline trong nh?ng ng‡y b?n r?n t?i r˘iii ???? #chaubui #beauty #dior #LaDdedior #diorwatch #fashionfilm #fyp #xuhuong #trending,beauty_fashion,"NÛi v? ??ng h?/qu‡ t? Dior v‡ fashion film, thu?c m?ng th?i trang/luxury."
9705,7.23E+18,1 ng‡y ho· th‚n th‡nh ???? #chaubui #cute #funny #tiktokgiaitri #fyp #xuhuong #xuhuong2023 #viral,entertainment_humor,"Caption mang tÌnh gi?i trÌ/h‡i h??c, hashtag tiktokgiaitri/funny."
9706,7.23E+18,ìTÙi ??i ng‡y n‡y l‚u l?m r˘iiiiî ?? #mukbang #asmr #fyp #xuhuong2023 #cute #dog #dogtiktok #doglover,food_drink,"Mukbang/ASMR ?n u?ng (d˘ l‡ chÛ), thu?c n?i dung ?n u?ng."
9707,7.23E+18,"B˘i Th·i B?o Nghi?n nh‡, yÍu thiÍn nhiÍn, d‡nh 99% ?Ûn n?ng m?i v?i Skin Aqua v‡ 1% ?? iu anh ???? #chaubui #SkinAqua #SkinAquaEco #EcoVietnam #kcn #fyp #learnontiktok #tips #share #xuhuong2023 ",beauty_fashion,"Qu?ng b· kem ch?ng n?ng Skin Aqua, n?i dung skincare/l‡m ??p."
9708,7.23E+18,Tr˘m cu?i best th? gi„n ?? #chaubui #fyp #viral #share #cute,lifestyle_daily,"N?i dung c?m x˙c/??i th??ng ìth? gi„nî, khÙng g?n ch? ?? c? th? kh·c."
9709,7.22E+18,Con thÏ c?ng kÈn ?n cÙ ch˙ ? ??  #mukbang #asmr #fyp #xuhuong2023 #cute #dog #poodle #dogtiktok #doglover,food_drink,Mukbang/ASMR liÍn quan ?n u?ng c?a th˙ c?ng.
9710,7.22E+18,TÙi sau khi replay 100000000 l?n #blackpinkcoachella ????????? #chaubui #dance #coachella #blackpink #fyp #viral #tiktokgiaitri ,music_dance,"N?i dung nh?y/dance theo Blackpink/Coachella, cÛ hashtag dance."
9711,7.22E+18,?i l‡m v? m? tiktok lÍn quay vui vui m‡ gi?tt c?aa mÏnhhh ?? #chaubui #f#fypx#xuhuong2023t#tiktokgiaitrifunny,entertainment_humor,"Video ìquay vui vuiî kËm funny/tiktokgiaitri, thiÍn v? gi?i trÌ."
9712,7.22E+18,B? u mÍ b?i v? ??p xinh x?u n‡yÖ ?? #chaubui #travel #trip #brussels #wanderlust #maybelline #thuvienmakeup #fyp #xuhuong2023,travel_tourism,"?? c?p ?i ch?i/du l?ch Brussels, hashtag travel/trip/wanderlust."
9713,7.22E+18,NhÏn t?i mÏnh thÏ cool m‡ th?t ra c? 2 ??u ng? ?? @HIEUTHUHAI #chaubui #fyp #xuhuong2023 #tiktokgiaitri #viral #transition,entertainment_humor,"T??ng t·c vui v?i ng??i n?i ti?ng, n?i dung gi?i trÌ/transition."
9714,7.22E+18,Kh·c nh?t c·i gÏ h? m?i ng??i??? #chaubui #fyp #xuhuong #tiktokgiaitri #capcut #trending #viral,entertainment_humor,"C‚u h?i trend/CapCut mang tÌnh gi?i trÌ, khÙng cÛ ch? ?? chuyÍn bi?t."
9715,7.22E+18,BÍn trong c?n phÚng t?nh th?c cÛ gÏ? ?? #chaubui #roomtour #home #fyp #xuhuong #sharing #tips ,lifestyle_daily,Roomtour/nh‡ c?a v‡ chia s? ??i s?ng.
9716,7.22E+18,TÙi khi xem phim H‡n Qu?c qu· 180 ph˙t 1 ng‡y ???? #chaubui #fyp #funny #tiktokgiaitri #kdrama #xuhuong #nuocmatnhantao,entertainment_humor,"NÛi v? xem K-drama kËm funny/tiktokgiaitri, d?ng meme h‡i."
9717,7.22E+18,"C·i r?ng c·i tÛc l‡ gÛc con ng??i, nÍn ph?i luÙn ˝ th?c ch?m sÛc th?t c?n th?n nhÈ ?? @PhÚng Nha P/S #chaubui #tips #health #fyp #sharing #6ThangDinhKy #KhamRangBanNhe",education_howto,"Chia s? tips ch?m sÛc r?ng mi?ng/health, mang tÌnh h??ng d?n."
9718,7.21E+18,L‚u l‚u xin phÈp ???c m?c bikini ?i bi?n ??? #chaubui #xuhuong #fyp #summer #beac #summervibes,beauty_fashion,Khoe trang ph?c/bikini v‡ vibe th?i trang m˘a hË.
9719,7.21E+18,Iu khÙng Èp tu? t‚m ha?? #chaubui #xuhuong #fyp #TikTokGiaiTri,entertainment_humor,"C‚u nÛi vui/gi?i trÌ, hashtag TikTokGiaiTri."
9720,7.21E+18,?‚y l‡ 1 video kh· deepÖ #chaubui #sharing #fashion #fashiontiktok #milanfashionweek #parisfashionweek #xuhuong #fyp #fw23,beauty_fashion,"N?i dung chia s? v? th?i trang/fashion week, hashtag fashiontiktok."
9721,7.21E+18,Nh?ng gÏ th?t s? di?n ra trong ??u tÙi m?i khi tÙi ??p m?t n? c?m x˙c c?a nh‡ Bebalance ?? #chaubui #bebalance #micromaskfiber #TikTokGiaiTri #fyp #xuhuong ,beauty_fashion,"NÛi v? ??p m?t n?/skin care (Bebalance), thu?c l‡m ??p."
9722,7.21E+18,8 n?m 1 tÏnh yÍu v?i th?i trangÖ M?i n?m l?i c? g?ng h?n 1 ch˙t vÏ tÏnh yÍu n‡y?? #chaubui #fashiontiktok #milanfashionweek #parisfashionweek #fashion #fashionweek #xuhuong #fyp,beauty_fashion,Ch? ?? th?i trang v‡ fashion week rı r‡ng.
9723,7.21E+18,B?o Ch‚u n?m th? 7 ??ng h‡nh c˘ng gia ?Ïnh #LouisVuitton #chaubui #fashion #parisfashionweek #pfw23 #xuhuong #fyp,beauty_fashion,"LiÍn quan Louis Vuitton v‡ Paris Fashion Week, thu?c th?i trang."
9724,7.10E+18,"C·i n‡y cÛ l˙c You like it, cÛ l˙c I like it =))) #vivoThatsY #vivoY55 #vivoYseries",tech_gadgets,"Hashtag vivo/Y55/Yseries, n?i dung liÍn quan s?n ph?m ?i?n tho?i."
9725,7.10E+18,C·i s? ?ang nh?y m‡ m?c m?a qu‡i =))) #VALORANT1nam #Butphagioihan #VALORANTVN dc:@ChillLit ??,entertainment_humor,"Nh?c VALORANT (game) + caption ?˘a, thu?c gi?i trÌ."
9726,7.09E+18,???? up b˘ c·i b? xo· kia kÏa ???? @tat_106,entertainment_humor,"Caption ??i th??ng vui, khÙng cÛ ch? ?? c? th? kh·c."
9727,7.43E+18,Ng?i ? trong m‡ c?ng nghe mn kÍu tÍn Chi luÙn ?Ûoo ???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis,music_dance,"Post v? School Tour c?a ca s? Ph??ng M? Chi, n?i dung bi?u di?n/‚m nh?c."
9728,7.43E+18,"L?n ??u th? ph?t c?, mn th?y ng?u kooo ???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ",music_dance,Chu?i n?i dung qu?ng b· s? ki?n/bi?u di?n School Tour.
9729,7.43E+18,"Gi? n‡y hÙm qua l‡ ??t nhem r?i ?Û T? CÚ ?i, sao m‡ t?i mÏnh sung qu· d?y nËee ????  #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ",music_dance,"Nh?c concert/s? ki?n School Tour v‡ fan, thu?c ‚m nh?c."
9730,7.43E+18,"Chi ?„ ch? r?t l‚u ?? ??n ???c ng‡y tuy?t v?i ?y ?? C?m ?n kh·n gi?, c?m ?n T? CÚ c?a Chi ??  #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,"C?m ?n kh·n gi? sau show, g?n v?i ho?t ??ng ca h·t."
9731,7.43E+18,? M NAY R?T TUY?T V?I ???? HI?N T?I CHI CH? BI?T N”I: CHI Y U T?T C? M?I NG??I #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis,music_dance,C?m x˙c sau ?Ím di?n School Tour.
9732,7.43E+18,"Sau c?n m?a l?n, Chi ?„ ??n v?i m?i ng??i ?‚yyyy ????? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,Ng? c?nh ?i di?n/g?p kh·n gi? trong tour.
9733,7.43E+18,"Cho Chi ng?m l?i bu?i Fansign hÙm qua thÍm l?n n?a nha, sao m‡ sao m‡ ?·ng yÍuu ?? Ng?m xong r?i thÏ t?i g?p h?n g?p l?i T? CÚ t?i nay nh·a ???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #Bitis #WarnerMusicVN",music_dance,"Fansign v‡ h?n g?p t?i show, thu?c ho?t ??ng ‚m nh?c."
9734,7.43E+18,"M?y b?n kÏ ghÍ, kÏ n‡y Chi kho·i qu· ch?iiii ????  #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #Bitis #WarnerMusicVN",music_dance,N?i dung t??ng t·c fan trong chi?n d?ch School Tour.
9735,7.43E+18,"Ch? 1 ?Ím duy nh?t... 1 ?Ím duy nh?t?? CÚn 24h n?a thÙi, gi? Chi h?i h?p qu· mn ?i. Nh? ?i School Tour ?? c? v? cho Chi nhaa?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #Bitis #WarnerMusicVN",music_dance,Countdown/hÙ h‡o ?i show School Tour.
9736,7.43E+18,Ch?a ??y 24h n?a l‡ g?p nhau T? CÚ ?iiiiii ????? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ,music_dance,??m ng??c g?p fan t?i tour/s? ki?n ‚m nh?c.
9737,7.43E+18,"S?m thÙi, Chi s?p ???c g?p c? nh‡ t?i School Tour r?i. Gi? chu?n b? m?i th? l‡ v?a r?i nha T? CÚ ?iii?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ",music_dance,ThÙng b·o/chu?n b? cho show School Tour.
9738,7.43E+18,Xem ?c clip n‡y c?ng h?i b?t ng? ·! C˘ng chi?n n‡o c·c ??ng ??i ?i ?? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ,music_dance,Chi?n d?ch/clip promo cho tour ca nh?c.
9739,7.43E+18,"CÚn 2 ng‡y nÍn Chi s? ìkh?o b‡iî nË, mng ph?i nh? k? l?i Chi ?Û nhaaa ????  #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ",music_dance,"ìKh?o b‡iî h?c l?i ?? h·t c˘ng, thu?c ‚m nh?c."
9740,7.43E+18,"S?c nÛng c?a School Tour l?n n‡y ph?i g?i l‡ ""h?ng h?c, h?ng h?c""??  Xem ngay ?? bi?t chi?nn n‡y Chi ""cho·yyy"" c? n‡o nha?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,Qu?ng b· tour/bi?u di?n ca nh?c.
9741,7.43E+18,C? nh‡ ?„ nh?n ???c vÈ m?i ch?a ?. Nh?n ???c rÚii thÏ ng?i countdown c˘ng Chi nha???? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #bitis ,music_dance,NÛi v? vÈ m?i v‡ countdown s? ki?n ‚m nh?c.
9742,7.43E+18,?i t?p band hay l‡ ?i qu?y ?‚y ch?i ?? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ,music_dance,"T?p band cho show/tour, rı ‚m nh?c."
9743,7.43E+18,"B?n ?ang ? trong phiÍn ìliuî c?a Chi, cÚn Chi thÏ ? trong tim c?a b?n ??  #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,T??ng t·c fan trong b?i c?nh School Tour.
9744,7.43E+18,"T??ng t??ng l‡ z?y, hong bi?t Fansign th?c t? sao ta ???? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ",music_dance,"Nh?c Fansign v‡ tour, thu?c ho?t ??ng ‚m nh?c."
9745,7.43E+18,"Bang bang bang?? Ch? c?n xem ngay clip n‡y c?a Chi, c·c b?n s? bi?t ?·nh tr?ng ngay???? CÚn nhi?u ?i?u hay ho n?a ·, ??n School Tour li?n iiii ?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",music_dance,?·nh tr?ng/nh?c c? + kÍu g?i ?i School Tour.
9746,7.43E+18,Note c?c k? quan tr?ng: S? L??NG C” H?N ?????? H?n g?p m?i ng??i v‡o ng‡y 20/10 nhaaaa ?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ,music_dance,ThÙng b·o l?ch h?n s? ki?n School Tour.
9747,7.43E+18,"Outfit ?i School Tour qu· ch·n? ?„ cÛ Chi ? ?‚y!!!!  Di?n full c‚y nh? Chi c˘ng ""Ng??i b?n qu?c d‚n"" l‡ n?i nh?t ?Ím 20/10 nha m?y b‡ ?????? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis",beauty_fashion,"T?p trung g?i ˝ outfit ?i tour, n?i dung th?i trang."
9748,7.43E+18,HÙm qua g?i ˝ ?? mang ?i School Tour thÏ nay l‡m t?i outfit nË?? ??L?u ˝ b? cu?i m?c trong th?i ti?t hi?n t?i c?a S‡i GÚn r?t h?p nha?? #PhuongMyChi #SchoolTour_VTCB #DTAP #PMCEntertainment #VMAS #WarnerMusicVN #Bitis ,beauty_fashion,"G?i ˝ trang ph?c/outfit, ch? ?? th?i trang."
9749,7.43E+18,Ch˙c m?ng c·c nh‡ leo n˙i ?„ v? ?Ìch t? tin v‡ ch˙c m?ng Vı Quang Ph˙ ??c ?„ mang vÚng nguy?t qu? v? cho quÍ h??ng nhaaaa ?????? #phuongmychi #duonglendinholympia,news_commentary,"Ch˙c m?ng k?t qu? ???ng lÍn ??nh Olympia (s? ki?n/??i s?ng x„ h?i), mang tÌnh c?p nh?t/bÏnh lu?n."
9750,7.42E+18,"G?i ˝ nh?ng mÛn b?n nÍn mang khi ?i School Tour, nh? g?n v‡ ti?n l?i l?m nË ?????? #PhuongMyChi #SchoolTour_VTCB",education_howto,"G?i ˝ checklist ?? mang theo, d?ng h??ng d?n/tips."
9751,7.42E+18,School Tour s?p ??n r˘i thÏ 1 ng‡y c?a Chi nh? th? n‡o z?y taa ?? #phuongmychi,lifestyle_daily,"Chia s?/nh?c v? m?t ng‡y sinh ho?t tr??c tour, thiÍn v? ??i s?ng."
9752,7.42E+18,L?n ??u l‡m Fancall - x˙c ??ng thi?t s? ?? th??ng th??ng T? CÚ nhi?u l?mmmm?? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ,music_dance,Fancall trong chi?n d?ch tour c?a ca s?.
9753,7.42E+18,Chi h?c thÍm ?i?u m?i cho ST cÚn m?i ng??i ch? c?n h?c l?i b‡i h·t ?? 20/10 h·t c˘ng Chi nhaa ?? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ,music_dance,"Nh?c h?c l?i b‡i h·t ?? h·t c˘ng, rı n?i dung ‚m nh?c."
9754,7.42E+18,"Chi wants it, Chi got itttttt ?? #PhuongMyChi #SchoolTour_VTCB #PMCEntertainment #DTAP #VMAS #WarnerMusicVN #Bitis ",entertainment_humor,"C‚u trend/caption ng?n mang tÌnh gi?i trÌ, khÙng mÙ t? ho?t ??ng ‚m nh?c c? th?."
9755,7.13E+18,"¬m nh?c khÙng ch? ?? nghe, ‚m nh?c cÚn ?? nh?y n?aaaaa ?????????? @music.mimm hÍ hÍ #BNdanceteam #tiktokdanceVN",music_dance,"NÛi v? nh?y theo nh?c, hashtag tiktokdanceVN."
9756,7.13E+18,Hello b‡ d‡ =)),entertainment_humor,C‚u ch‡o mang tÌnh ?˘a vui/gi?i trÌ.
9757,7.13E+18,Ghi?nnnnnnn ???? @blackpinkofficial #BLACKPINK #PINKVENOM,music_dance,Hashtag BLACKPINK/PINKVENOM liÍn quan ‚m nh?c.
9758,7.13E+18,T?i tui ?u trend r?t s?m nh?ng m‡ quÍn ??ng lÍn ???? dc: @tin_nguyen_9  #BNdanceteam,music_dance,"?u trend c˘ng dance team, n?i dung nh?y/?i?u trend."
9759,7.14E+18,Ebe m‡u xanhhhhh ???? Dc:@Nh?t Minh ,entertainment_humor,"Caption vui/bi?n hÏnh m‡u s?c, khÙng cÛ ch? ?? chuyÍn bi?t."
9760,7.12E+18,Ch·u nh‡ nÚi nË ?????? ch·u mÏnh mÍ idol gi?ng mÏnh ????,lifestyle_daily,Chia s? gia ?Ïnh/??i s?ng c· nh‚n.
9761,7.13E+18,B?n h? tr·i tym ?nhhh =))))) #sinhnhatff5 #ff5 #freefire,entertainment_humor,"N?i dung game Free Fire nh?ng d?ng caption vui, thu?c gi?i trÌ."
9762,7.12E+18,POP pop pop !!! H? h? bi?n hÏnh ??,entertainment_humor,"Caption bi?n hÏnh/?˘a vui, d?ng gi?i trÌ."
9763,7.12E+18,Trend n‡y nÛ l? l?m ???? dc:@Th? Thor ??,entertainment_humor,"NÛi v? trend l?, mang tÌnh gi?i trÌ."
9764,7.12E+18,Tr?m vÌa v?n cÚn h?i hÍn 1 ch˙t =))) ch? xui qu‡i ‡h ????,lifestyle_daily,T‚m s? may m?n/xui x?o ??i th??ng.
9765,7.11E+18,Nh‡ tr? n‡y ngoan ??nk =))) dc:@tat_106,entertainment_humor,"Caption vui v? ình‡ tr?î, mang tÌnh h‡i."
9766,7.11E+18,?ng nh?ng nh?ngg =))) @Tr?n Gia Huy,entertainment_humor,Caption vÙ ngh?a ki?u ?˘a vui.
9767,7.12E+18,B?n bË l‡ b?n h·t mÏnh... nh?y =)))) T?i mÏnh l‡ ??c nh?t ?? #tinhbanvannguoime #JukySan,music_dance,"Nh?c h·t/nh?y, cÛ hashtag b‡i h·t/ngh? s?."
9768,7.12E+18,ThÙng ?i?p z? tr? - ch?i bede ?i mn =)))) @M? M?,entertainment_humor,"C‚u nÛi g‚y c??i ki?u ìthÙng ?i?p v? tr?î, gi?i trÌ."
9769,7.11E+18,Dr?p =)))) @Th?y Beo U40 MÚ s‚u b?t b??m ????,entertainment_humor,"T? lÛng/caption ?˘a, mang tÌnh h‡i."
9770,7.12E+18,Trong ?‚y cÛ 1 thi?u nhi ???? dc: @FaiV,entertainment_humor,"Caption vui ìthi?u nhiî, khÙng cÛ ch? ?? kh·c."
9771,7.12E+18,Nh?y zui z? khÙng w?w =))) Dc:@Minh Quang ?,music_dance,"?? c?p nh?y, thu?c n?i dung dance."
9772,7.12E+18,"T?i mÏnh l‡ thi?u nhi, nh?c n‡y d‡nh cho t?i mÏnh hihi @?? V? Ho‡ng Th·i Ni ?? @H˘ng Hu?nh dc:@Hi?u Nh?y NhÛt ??",music_dance,Nh?c ình?c n‡yî v‡ b?i c?nh nh?y theo nh?c.
9773,7.12E+18,"Z? tr? truy?n thÙng ?i?p l‡ h„y b? dolce 1 hÙm v‡ nh?y b‡i n‡y ?iiiii, ch? m?t tÌ n‡o luÙn =))))  @faiv_crew",music_dance,"R? nh?y theo b‡i nh?c, n?i dung dance."
9774,7.12E+18,L?c kiu l?c kiu =)))),entertainment_humor,Caption ?˘a/vÙ ngh?a ki?u h‡i.
9775,7.10E+18,R? 2 ??a b?n ??n @MLB Vietnam mua t˙i ?? theo dÚng s? ki?n =))) #BTBT #BI,beauty_fashion,"NÛi ?i mua t˙i/?? brand, thu?c th?i trang/ph? ki?n."
9776,7.11E+18,HË l‡ ph?i ?i ch?i ?i b?i ?i n‡y n? =)))) letsgoamazingbay #vinhkydieu #theamazingbay #letsgoamazingbay dc:@Hi?u nh?y t?ng t?ng ??,travel_tourism,"?i ch?i/?i b?i t?i ??a ?i?m (Amazing Bay), n?i dung du l?ch/?i ch?i."
9777,7.10E+18,Nh?c cu?n b·nh tr·ng ch?m =)))) Dc:@Th? Thor ?? @Qu?nn l‡ Qu‚nn,entertainment_humor,"C‚u ?˘a liÍn quan nh?c, khÙng ph?i n?i dung ?n u?ng th?c s?."
9778,7.35E+18,T?n th??ng cÛ d? l‡nh khÙng? ?? #duykhanh #???? ,lifestyle_daily,"Caption c?m x˙c/t‚m tr?ng, thu?c ??i s?ng/c?m x˙c."
9779,7.35E+18,Qu· t?c gi?n r?i. ???? H?n 3/4 l‡m rı m?i chuy?n !!! @CARA @Minh T˙ Nguy?n ??  #DuyKhanh #Cara #MinhTu ##SaoThoatDuoc #Wedding ,entertainment_humor,"Drama/teasing ìl‡m rıî, g?n wedding/showbiz, mang tÌnh gi?i trÌ."
9780,7.35E+18,"CÚn v‡i ng‡y n?a l‡ ??n ng‡y T˙ m?c v·y c??i v‡ b??c sang m?t ch??ng m?i c?a cu?c ??i r?i. Kh·nh ch˙c T˙ luÙn vui v? h?nh ph˙c. D˘ ? b?t kÏ ho‡n c?nh n‡o, Kh·nh v?n s? luÙn l‡ ng??i bÍn c?nh T˙.  Th??ng T˙ ?? @Minh T˙ Nguy?n ??  #DuyKhanh #MinhTu ",lifestyle_daily,"L?i ch˙c/quan h? c· nh‚n tr??c ?·m c??i, n?i dung ??i s?ng."
9781,7.35E+18,NÍn nÛi hong? #duykhanh #???? ,entertainment_humor,"Caption th? thÌnh/teasing ng?n, thiÍn gi?i trÌ."
9782,7.35E+18,?????? #duykhanh #???? ,entertainment_humor,"C‚u h?i tÏnh c?m/teasing ng?n, d?ng gi?i trÌ."
9783,7.34E+18,???????? ?? #DuyKhanh #???? ,entertainment_humor,"Caption tÏnh c?m ng?n, khÙng mÙ t? ho?t ??ng c? th? kh·c."
9784,7.34E+18,??????? #duykhanh #???? ,entertainment_humor,"C‚u h?i ki?u th? thÌnh, gi?i trÌ."
9785,7.34E+18,?? #duykhanh #???? #kualalumpur ,travel_tourism,"Hashtag ??a ?i?m Kuala Lumpur, g?i n?i dung ?i l?i/du l?ch."
9786,7.33E+18,M˘ng 1 - T?t 2024 #DuyKhanh #ThanhThoiLuotTet #Tet2024 #???? ,lifestyle_daily,Ch? ?? T?t/??i s?ng d?p l?.
9787,7.33E+18,Khi 'Sao Nh?p Ng?' c·c m˘a g?p nhau thÏ s? nh? n‡o ?!  #DuyKhanh #HauHoang #Xemesis #DoMixi ,entertainment_humor,NÛi v? ch??ng trÏnh gi?i trÌ/TV show v‡ d‡n nh‚n v?t.
9788,7.33E+18,Tui b? @Ho‡ Minzy Èp s? d?ng Capcut n‡yyyyy ???? Tui ko bi?t gÏ h?t ... #duykhanh #hoaminzy #kencachoncanh #tet2024 #thanhthoiluottet,entertainment_humor,N?i dung CapCut/trend mang tÌnh h‡i h??c.
9789,7.33E+18,M?c d˘ g?p tr?c tr?c nh?ng anh ?„ r?t c? g?ng ?? ki?m b·nh kem cho em v‡o 28 T?t ????  Th??ng em r?t nhi?u. ?? 2024 th?t r?c r? nha. @CARA  P/s : tui ko hi?u sao b?n c? ph?i khÛ kh?n trong vi?c ?i ??ng nh? th? @Minh T˙ Nguy?n ?? ??????  #CARA #Birthday #Tet2024 #DuyKhanh #MinhTu ,lifestyle_daily,"K? chuy?n sinh nh?t/T?t v‡ quan h? c· nh‚n, ??i s?ng."
9790,7.33E+18,B‚y gi? em ?„ l‡ cÙ d‚u c?a ng??i ta r?iiiiiii. Chuy?n ch˙ng ta ?„ l‡ qu· kh? ?? #duykhanh #minhtu ,entertainment_humor,Caption ki?u drama/tÏnh c?m showbiz ?? gi?i trÌ.
9791,7.33E+18,"M?t hoa s? ?„ t?ng nÛi.... ‡ m‡ thÙi. ?????? @CrisDevilGamer ?i, mÍ t l?m r?i ?˙ng honggg :)) #duykhanh #crisphan #thanhthoiluottet ",entertainment_humor,"T??ng t·c trÍu ?˘a v?i ng??i n?i ti?ng, thiÍn gi?i trÌ."
9792,7.33E+18,D˘ng th? capcut m?i t? nhiÍn th?y ho‡i ni?m ghÍ · ?? #DuyKhanh #???? #zhoufam #AnhSeDoi #thanhthoiluottet #CapCut ,entertainment_humor,"CapCut/trend + c?m x˙c ho‡i ni?m, thu?c n?i dung gi?i trÌ."
9793,7.33E+18,¡nh m?t tÙi c?ng bi?t nÛi ·. B?n nghe ???c gÏ khÙng ?,lifestyle_daily,"Caption t‚m tr?ng/??i s?ng, khÙng g?n ch? ?? kh·c."
9794,7.33E+18,T?i con th??ng M? ?? #duykhanh #quocthong #family #thanhthoiluottet ,lifestyle_daily,N?i dung gia ?Ïnh/tÏnh c?m v?i m?.
9795,7.33E+18,"Anh c?ng khÙng bi?t nÛi sao cho h?t lÚng mÏnh. Nay g?p nhau ng?i m? l?i nh?ng t?m ?nh c? th?i v?a ch?p ch?ng b??c v‡o ngh? c?a 2 ??a, xem m‡ bu?n c??i nh?ng c?ng l?i b?i h?i c?m x˙c.  Ch˙ng ta may m?n ?„ ?i ???c ??n ch?n ???ng 10 n?m thanh xu‚n r?t ??p. C?m ?n em v‡ c?m ?n nh?ng gÏ ch˙ng ta ?„ d‡nh cho nhau.  2014 - 2024 Th??ng em, @Ho‡ Minzy  #duykhanh #hoaminzy ",lifestyle_daily,"Chia s? k? ni?m/quan h? c· nh‚n d‡i, thu?c ??i s?ng."
9796,7.33E+18,TÙi ?„ t?ng mu?n b? cu?c... C?m ?n t?t c? nh?ng ng??i ?„ luÙn bÍn c?nh tÙi ?? #duykhanh ,lifestyle_daily,"T‚m s? c?m x˙c/??ng l?c, ??i s?ng c· nh‚n."
